,Week,Name1,Score1,Name2,Score2,Type
527,7,Team WR,66.34,Team BD,95.96,Regular
528,7,Team RW,98.4,Team JN,99.86,Regular
529,7,Team BL,129.06,Team WN,113.96,Regular
530,7,Team GM,148.26,Team Caleb,92.46,Regular
531,7,Team TP,103.8,Team DH,106.88,Regular
532,8,Team RW,119.46,Team WR,119.56,Regular
533,8,Team BD,107.22,Team BL,108.46,Regular
534,8,Team JN,96.68,Team GM,120.2,Regular
535,8,Team WN,124.5,Team TP,114.76,Regular
536,8,Team Caleb,126.02,Team DH,84.98,Regular
537,9,Team WR,92.12,Team BL,90.48,Regular
538,9,Team GM,49.5,Team RW,115.22,Regular
539,9,Team TP,134.72,Team BD,118.84,Regular
540,9,Team DH,65.78,Team JN,92.6,Regular
541,9,Team Caleb,89.52,Team WN,144.2,Regular
542,10,Team GM,113.42,Team WR,170.42,Regular
543,10,Team BL,98.26,Team TP,104.38,Regular
544,10,Team RW,94.78,Team DH,97.42,Regular
545,10,Team BD,126.02,Team Caleb,88.78,Regular
546,10,Team JN,104.62,Team WN,101.84,Regular
547,11,Team WR,124.8,Team TP,72.64,Regular
548,11,Team DH,139.66,Team GM,97.38,Regular
549,11,Team Caleb,94.46,Team BL,108.2,Regular
550,11,Team WN,96.64,Team RW,106.7,Regular
551,11,Team JN,116.64,Team BD,98.4,Regular
552,12,Team DH,108.98,Team WR,122.12,Regular
553,12,Team TP,102.5,Team Caleb,112.64,Regular
554,12,Team GM,118.62,Team WN,116.16,Regular
555,12,Team BL,140.5,Team JN,110.28,Regular
556,12,Team RW,118.66,Team BD,105.98,Regular
557,13,Team DH,100.82,Team BL,101.52,Regular
558,13,Team JN,145.72,Team RW,78.78,Regular
559,13,Team GM,118.8,Team WR,108.6,Regular
560,13,Team WN,120.96,Team TP,151.38,Regular
561,13,Team BD,125.06,Team Caleb,124.76,Regular
562,14,,,Team JN,0.0,Playoff
563,14,Team BD,0.0,Team WR,0.0,Playoff
564,14,Team DH,0.0,Team GM,0.0,Playoff
565,14,,,Team BL,0.0,Playoff
566,14,Team Caleb,0.0,Team WN,0.0,Playoff
567,14,Team RW,0.0,Team TP,0.0,Playoff
568,1,Team WR,95.32,Team GM,133.84,Regular
569,1,Team TP,99.76,Team BL,86.8,Regular
570,1,Team DH,82.16,Team RW,65.44,Regular
571,1,Team Caleb,78.68,Team BD,104.56,Regular
572,1,Team WN,69.64,Team JN,123.64,Regular
573,2,Team TP,148.76,Team WR,138.86,Regular
574,2,Team GM,108.0,Team DH,110.98,Regular
575,2,Team BL,102.42,Team Caleb,99.48,Regular
576,2,Team RW,84.76,Team WN,85.04,Regular
577,2,Team BD,89.4,Team JN,95.24,Regular
578,3,Team WR,124.52,Team DH,124.98,Regular
579,3,Team Caleb,128.06,Team TP,101.48,Regular
580,3,Team WN,149.96,Team GM,139.18,Regular
581,3,Team JN,101.96,Team BL,67.68,Regular
582,3,Team BD,106.8,Team RW,93.92,Regular
583,4,Team Caleb,142.7,Team WR,83.28,Regular
584,4,Team DH,137.24,Team WN,81.38,Regular
585,4,Team TP,63.64,Team JN,131.9,Regular
586,4,Team GM,104.82,Team BD,113.88,Regular
587,4,Team BL,150.06,Team RW,94.8,Regular
588,5,Team WR,103.92,Team WN,69.24,Regular
589,5,Team JN,99.48,Team Caleb,97.22,Regular
590,5,Team BD,111.48,Team DH,102.84,Regular
591,5,Team RW,176.06,Team TP,56.76,Regular
592,5,Team BL,116.32,Team GM,163.34,Regular
593,6,Team JN,78.22,Team WR,102.58,Regular
594,6,Team WN,121.34,Team BD,119.78,Regular
595,6,Team Caleb,112.4,Team RW,78.56,Regular
596,6,Team DH,96.62,Team BL,113.6,Regular
597,6,Team TP,97.24,Team GM,101.54,Regular
598,7,Team WR,66.34,Team BD,95.96,Regular
599,7,Team RW,98.4,Team JN,99.86,Regular
600,7,Team BL,129.06,Team WN,113.96,Regular
601,7,Team GM,148.26,Team Caleb,92.46,Regular
602,7,Team TP,103.8,Team DH,106.88,Regular
603,8,Team RW,119.46,Team WR,119.56,Regular
604,8,Team BD,107.22,Team BL,108.46,Regular
605,8,Team JN,96.68,Team GM,120.2,Regular
606,8,Team WN,124.5,Team TP,114.76,Regular
607,8,Team Caleb,126.02,Team DH,84.98,Regular
608,9,Team WR,92.12,Team BL,90.48,Regular
609,9,Team GM,49.5,Team RW,115.22,Regular
610,9,Team TP,134.72,Team BD,118.84,Regular
611,9,Team DH,65.78,Team JN,92.6,Regular
612,9,Team Caleb,89.52,Team WN,144.2,Regular
613,10,Team GM,113.42,Team WR,170.42,Regular
614,10,Team BL,98.26,Team TP,104.38,Regular
615,10,Team RW,94.78,Team DH,97.42,Regular
616,10,Team BD,126.02,Team Caleb,88.78,Regular
617,10,Team JN,104.62,Team WN,101.84,Regular
618,11,Team WR,124.8,Team TP,72.64,Regular
619,11,Team DH,139.66,Team GM,97.38,Regular
620,11,Team Caleb,94.46,Team BL,108.2,Regular
621,11,Team WN,96.64,Team RW,106.7,Regular
622,11,Team JN,116.64,Team BD,98.4,Regular
623,12,Team DH,108.98,Team WR,122.12,Regular
624,12,Team TP,102.5,Team Caleb,112.64,Regular
625,12,Team GM,118.62,Team WN,116.16,Regular
626,12,Team BL,140.5,Team JN,110.28,Regular
627,12,Team RW,118.66,Team BD,105.98,Regular
628,13,Team DH,100.82,Team BL,101.52,Regular
629,13,Team JN,145.72,Team RW,78.78,Regular
630,13,Team GM,118.8,Team WR,108.6,Regular
631,13,Team WN,120.96,Team TP,151.38,Regular
632,13,Team BD,125.06,Team Caleb,124.76,Regular
633,14,,,Team JN,0.0,Playoff
634,14,Team BD,0.0,Team WR,0.0,Playoff
635,14,Team DH,0.0,Team GM,0.0,Playoff
636,14,,,Team BL,0.0,Playoff
637,14,Team Caleb,0.0,Team WN,0.0,Playoff
638,14,Team RW,0.0,Team TP,0.0,Playoff
639,1,Team WR,95.32,Team GM,133.84,Regular
640,1,Team TP,99.76,Team BL,86.8,Regular
641,1,Team DH,82.16,Team RW,65.44,Regular
642,1,Team Caleb,78.68,Team BD,104.56,Regular
643,1,Team WN,69.64,Team JN,123.64,Regular
644,2,Team TP,148.76,Team WR,138.86,Regular
645,2,Team GM,108.0,Team DH,110.98,Regular
646,2,Team BL,102.42,Team Caleb,99.48,Regular
647,2,Team RW,84.76,Team WN,85.04,Regular
648,2,Team BD,89.4,Team JN,95.24,Regular
649,3,Team WR,124.52,Team DH,124.98,Regular
650,3,Team Caleb,128.06,Team TP,101.48,Regular
651,3,Team WN,149.96,Team GM,139.18,Regular
652,3,Team JN,101.96,Team BL,67.68,Regular
653,3,Team BD,106.8,Team RW,93.92,Regular
654,4,Team Caleb,142.7,Team WR,83.28,Regular
655,4,Team DH,137.24,Team WN,81.38,Regular
656,4,Team TP,63.64,Team JN,131.9,Regular
657,4,Team GM,104.82,Team BD,113.88,Regular
658,4,Team BL,150.06,Team RW,94.8,Regular
659,5,Team WR,103.92,Team WN,69.24,Regular
660,5,Team JN,99.48,Team Caleb,97.22,Regular
661,5,Team BD,111.48,Team DH,102.84,Regular
662,5,Team RW,176.06,Team TP,56.76,Regular
663,5,Team BL,116.32,Team GM,163.34,Regular
664,6,Team JN,78.22,Team WR,102.58,Regular
665,6,Team WN,121.34,Team BD,119.78,Regular
666,6,Team Caleb,112.4,Team RW,78.56,Regular
667,6,Team DH,96.62,Team BL,113.6,Regular
668,6,Team TP,97.24,Team GM,101.54,Regular
669,7,Team WR,66.34,Team BD,95.96,Regular
670,7,Team RW,98.4,Team JN,99.86,Regular
671,7,Team BL,129.06,Team WN,113.96,Regular
672,7,Team GM,148.26,Team Caleb,92.46,Regular
673,7,Team TP,103.8,Team DH,106.88,Regular
674,8,Team RW,119.46,Team WR,119.56,Regular
675,8,Team BD,107.22,Team BL,108.46,Regular
676,8,Team JN,96.68,Team GM,120.2,Regular
677,8,Team WN,124.5,Team TP,114.76,Regular
678,8,Team Caleb,126.02,Team DH,84.98,Regular
679,9,Team WR,92.12,Team BL,90.48,Regular
680,9,Team GM,49.5,Team RW,115.22,Regular
681,9,Team TP,134.72,Team BD,118.84,Regular
682,9,Team DH,65.78,Team JN,92.6,Regular
683,9,Team Caleb,89.52,Team WN,144.2,Regular
684,10,Team GM,113.42,Team WR,170.42,Regular
685,10,Team BL,98.26,Team TP,104.38,Regular
686,10,Team RW,94.78,Team DH,97.42,Regular
687,10,Team BD,126.02,Team Caleb,88.78,Regular
688,10,Team JN,104.62,Team WN,101.84,Regular
689,11,Team WR,124.8,Team TP,72.64,Regular
690,11,Team DH,139.66,Team GM,97.38,Regular
691,11,Team Caleb,94.46,Team BL,108.2,Regular
692,11,Team WN,96.64,Team RW,106.7,Regular
693,11,Team JN,116.64,Team BD,98.4,Regular
694,12,Team DH,108.98,Team WR,122.12,Regular
695,12,Team TP,102.5,Team Caleb,112.64,Regular
696,12,Team GM,118.62,Team WN,116.16,Regular
697,12,Team BL,140.5,Team JN,110.28,Regular
698,12,Team RW,118.66,Team BD,105.98,Regular
699,13,Team DH,100.82,Team BL,101.52,Regular
700,13,Team JN,145.72,Team RW,78.78,Regular
701,13,Team GM,118.8,Team WR,108.6,Regular
702,13,Team WN,120.96,Team TP,151.38,Regular
703,13,Team BD,125.06,Team Caleb,124.76,Regular
704,14,,,Team JN,0.0,Playoff
705,14,Team BD,0.0,Team WR,0.0,Playoff
706,14,Team DH,0.0,Team GM,0.0,Playoff
707,14,,,Team BL,0.0,Playoff
708,14,Team Caleb,0.0,Team WN,0.0,Playoff
709,14,Team RW,0.0,Team TP,0.0,Playoff
710,1,Team WR,95.32,Team GM,133.84,Regular
711,1,Team TP,99.76,Team BL,86.8,Regular
712,1,Team DH,82.16,Team RW,65.44,Regular
713,1,Team Caleb,78.68,Team BD,104.56,Regular
714,1,Team WN,69.64,Team JN,123.64,Regular
715,2,Team TP,148.76,Team WR,138.86,Regular
716,2,Team GM,108.0,Team DH,110.98,Regular
717,2,Team BL,102.42,Team Caleb,99.48,Regular
718,2,Team RW,84.76,Team WN,85.04,Regular
719,2,Team BD,89.4,Team JN,95.24,Regular
720,3,Team WR,124.52,Team DH,124.98,Regular
721,3,Team Caleb,128.06,Team TP,101.48,Regular
722,3,Team WN,149.96,Team GM,139.18,Regular
723,3,Team JN,101.96,Team BL,67.68,Regular
724,3,Team BD,106.8,Team RW,93.92,Regular
725,4,Team Caleb,142.7,Team WR,83.28,Regular
726,4,Team DH,137.24,Team WN,81.38,Regular
727,4,Team TP,63.64,Team JN,131.9,Regular
728,4,Team GM,104.82,Team BD,113.88,Regular
729,4,Team BL,150.06,Team RW,94.8,Regular
730,5,Team WR,103.92,Team WN,69.24,Regular
731,5,Team JN,99.48,Team Caleb,97.22,Regular
732,5,Team BD,111.48,Team DH,102.84,Regular
733,5,Team RW,176.06,Team TP,56.76,Regular
734,5,Team BL,116.32,Team GM,163.34,Regular
735,6,Team JN,78.22,Team WR,102.58,Regular
736,6,Team WN,121.34,Team BD,119.78,Regular
737,6,Team Caleb,112.4,Team RW,78.56,Regular
738,6,Team DH,96.62,Team BL,113.6,Regular
739,6,Team TP,97.24,Team GM,101.54,Regular
740,7,Team WR,66.34,Team BD,95.96,Regular
741,7,Team RW,98.4,Team JN,99.86,Regular
742,7,Team BL,129.06,Team WN,113.96,Regular
743,7,Team GM,148.26,Team Caleb,92.46,Regular
744,7,Team TP,103.8,Team DH,106.88,Regular
745,8,Team RW,119.46,Team WR,119.56,Regular
746,8,Team BD,107.22,Team BL,108.46,Regular
747,8,Team JN,96.68,Team GM,120.2,Regular
748,8,Team WN,124.5,Team TP,114.76,Regular
749,8,Team Caleb,126.02,Team DH,84.98,Regular
750,9,Team WR,92.12,Team BL,90.48,Regular
751,9,Team GM,49.5,Team RW,115.22,Regular
752,9,Team TP,134.72,Team BD,118.84,Regular
753,9,Team DH,65.78,Team JN,92.6,Regular
754,9,Team Caleb,89.52,Team WN,144.2,Regular
755,10,Team GM,113.42,Team WR,170.42,Regular
756,10,Team BL,98.26,Team TP,104.38,Regular
757,10,Team RW,94.78,Team DH,97.42,Regular
758,10,Team BD,126.02,Team Caleb,88.78,Regular
759,10,Team JN,104.62,Team WN,101.84,Regular
760,11,Team WR,124.8,Team TP,72.64,Regular
761,11,Team DH,139.66,Team GM,97.38,Regular
762,11,Team Caleb,94.46,Team BL,108.2,Regular
763,11,Team WN,96.64,Team RW,106.7,Regular
764,11,Team JN,116.64,Team BD,98.4,Regular
765,12,Team DH,108.98,Team WR,122.12,Regular
766,12,Team TP,102.5,Team Caleb,112.64,Regular
767,12,Team GM,118.62,Team WN,116.16,Regular
768,12,Team BL,140.5,Team JN,110.28,Regular
769,12,Team RW,118.66,Team BD,105.98,Regular
770,13,Team DH,100.82,Team BL,101.52,Regular
771,13,Team JN,145.72,Team RW,78.78,Regular
772,13,Team GM,118.8,Team WR,108.6,Regular
773,13,Team WN,120.96,Team TP,151.38,Regular
774,13,Team BD,125.06,Team Caleb,124.76,Regular
775,14,,,Team JN,0.0,Playoff
776,14,Team BD,0.0,Team WR,0.0,Playoff
777,14,Team DH,0.0,Team GM,0.0,Playoff
778,14,,,Team BL,0.0,Playoff
779,14,Team Caleb,0.0,Team WN,0.0,Playoff
780,14,Team RW,0.0,Team TP,0.0,Playoff
781,1,Team WR,95.32,Team GM,133.84,Regular
782,1,Team TP,99.76,Team BL,86.8,Regular
783,1,Team DH,82.16,Team RW,65.44,Regular
784,1,Team Caleb,78.68,Team BD,104.56,Regular
785,1,Team WN,69.64,Team JN,123.64,Regular
786,2,Team TP,148.76,Team WR,138.86,Regular
787,2,Team GM,108.0,Team DH,110.98,Regular
788,2,Team BL,102.42,Team Caleb,99.48,Regular
789,2,Team RW,84.76,Team WN,85.04,Regular
790,2,Team BD,89.4,Team JN,95.24,Regular
791,3,Team WR,124.52,Team DH,124.98,Regular
792,3,Team Caleb,128.06,Team TP,101.48,Regular
793,3,Team WN,149.96,Team GM,139.18,Regular
794,3,Team JN,101.96,Team BL,67.68,Regular
795,3,Team BD,106.8,Team RW,93.92,Regular
796,4,Team Caleb,142.7,Team WR,83.28,Regular
797,4,Team DH,137.24,Team WN,81.38,Regular
798,4,Team TP,63.64,Team JN,131.9,Regular
799,4,Team GM,104.82,Team BD,113.88,Regular
800,4,Team BL,150.06,Team RW,94.8,Regular
801,5,Team WR,103.92,Team WN,69.24,Regular
802,5,Team JN,99.48,Team Caleb,97.22,Regular
803,5,Team BD,111.48,Team DH,102.84,Regular
804,5,Team RW,176.06,Team TP,56.76,Regular
805,5,Team BL,116.32,Team GM,163.34,Regular
806,6,Team JN,78.22,Team WR,102.58,Regular
807,6,Team WN,121.34,Team BD,119.78,Regular
808,6,Team Caleb,112.4,Team RW,78.56,Regular
809,6,Team DH,96.62,Team BL,113.6,Regular
810,6,Team TP,97.24,Team GM,101.54,Regular
811,7,Team WR,66.34,Team BD,95.96,Regular
812,7,Team RW,98.4,Team JN,99.86,Regular
813,7,Team BL,129.06,Team WN,113.96,Regular
814,7,Team GM,148.26,Team Caleb,92.46,Regular
815,7,Team TP,103.8,Team DH,106.88,Regular
816,8,Team RW,119.46,Team WR,119.56,Regular
817,8,Team BD,107.22,Team BL,108.46,Regular
818,8,Team JN,96.68,Team GM,120.2,Regular
819,8,Team WN,124.5,Team TP,114.76,Regular
820,8,Team Caleb,126.02,Team DH,84.98,Regular
821,9,Team WR,92.12,Team BL,90.48,Regular
822,9,Team GM,49.5,Team RW,115.22,Regular
823,9,Team TP,134.72,Team BD,118.84,Regular
824,9,Team DH,65.78,Team JN,92.6,Regular
825,9,Team Caleb,89.52,Team WN,144.2,Regular
826,10,Team GM,113.42,Team WR,170.42,Regular
827,10,Team BL,98.26,Team TP,104.38,Regular
828,10,Team RW,94.78,Team DH,97.42,Regular
829,10,Team BD,126.02,Team Caleb,88.78,Regular
830,10,Team JN,104.62,Team WN,101.84,Regular
831,11,Team WR,124.8,Team TP,72.64,Regular
832,11,Team DH,139.66,Team GM,97.38,Regular
833,11,Team Caleb,94.46,Team BL,108.2,Regular
834,11,Team WN,96.64,Team RW,106.7,Regular
835,11,Team JN,116.64,Team BD,98.4,Regular
836,12,Team DH,108.98,Team WR,122.12,Regular
837,12,Team TP,102.5,Team Caleb,112.64,Regular
838,12,Team GM,118.62,Team WN,116.16,Regular
839,12,Team BL,140.5,Team JN,110.28,Regular
840,12,Team RW,118.66,Team BD,105.98,Regular
841,13,Team DH,100.82,Team BL,101.52,Regular
842,13,Team JN,145.72,Team RW,78.78,Regular
843,13,Team GM,118.8,Team WR,108.6,Regular
844,13,Team WN,120.96,Team TP,151.38,Regular
845,13,Team BD,125.06,Team Caleb,124.76,Regular
846,14,,,Team JN,0.0,Playoff
847,14,Team BD,0.0,Team WR,0.0,Playoff
848,14,Team DH,0.0,Team GM,0.0,Playoff
849,14,,,Team BL,0.0,Playoff
850,14,Team Caleb,0.0,Team WN,0.0,Playoff
851,14,Team RW,0.0,Team TP,0.0,Playoff
852,1,Team WR,95.32,Team GM,133.84,Regular
853,1,Team TP,99.76,Team BL,86.8,Regular
854,1,Team DH,82.16,Team RW,65.44,Regular
855,1,Team Caleb,78.68,Team BD,104.56,Regular
856,1,Team WN,69.64,Team JN,123.64,Regular
857,2,Team TP,148.76,Team WR,138.86,Regular
858,2,Team GM,108.0,Team DH,110.98,Regular
859,2,Team BL,102.42,Team Caleb,99.48,Regular
860,2,Team RW,84.76,Team WN,85.04,Regular
861,2,Team BD,89.4,Team JN,95.24,Regular
862,3,Team WR,124.52,Team DH,124.98,Regular
863,3,Team Caleb,128.06,Team TP,101.48,Regular
864,3,Team WN,149.96,Team GM,139.18,Regular
865,3,Team JN,101.96,Team BL,67.68,Regular
866,3,Team BD,106.8,Team RW,93.92,Regular
867,4,Team Caleb,142.7,Team WR,83.28,Regular
868,4,Team DH,137.24,Team WN,81.38,Regular
869,4,Team TP,63.64,Team JN,131.9,Regular
870,4,Team GM,104.82,Team BD,113.88,Regular
871,4,Team BL,150.06,Team RW,94.8,Regular
872,5,Team WR,103.92,Team WN,69.24,Regular
873,5,Team JN,99.48,Team Caleb,97.22,Regular
874,5,Team BD,111.48,Team DH,102.84,Regular
875,5,Team RW,176.06,Team TP,56.76,Regular
876,5,Team BL,116.32,Team GM,163.34,Regular
877,6,Team JN,78.22,Team WR,102.58,Regular
878,6,Team WN,121.34,Team BD,119.78,Regular
879,6,Team Caleb,112.4,Team RW,78.56,Regular
880,6,Team DH,96.62,Team BL,113.6,Regular
881,6,Team TP,97.24,Team GM,101.54,Regular
882,7,Team WR,66.34,Team BD,95.96,Regular
883,7,Team RW,98.4,Team JN,99.86,Regular
884,7,Team BL,129.06,Team WN,113.96,Regular
885,7,Team GM,148.26,Team Caleb,92.46,Regular
886,7,Team TP,103.8,Team DH,106.88,Regular
887,8,Team RW,119.46,Team WR,119.56,Regular
888,8,Team BD,107.22,Team BL,108.46,Regular
889,8,Team JN,96.68,Team GM,120.2,Regular
890,8,Team WN,124.5,Team TP,114.76,Regular
891,8,Team Caleb,126.02,Team DH,84.98,Regular
892,9,Team WR,92.12,Team BL,90.48,Regular
893,9,Team GM,49.5,Team RW,115.22,Regular
894,9,Team TP,134.72,Team BD,118.84,Regular
895,9,Team DH,65.78,Team JN,92.6,Regular
896,9,Team Caleb,89.52,Team WN,144.2,Regular
897,10,Team GM,113.42,Team WR,170.42,Regular
898,10,Team BL,98.26,Team TP,104.38,Regular
899,10,Team RW,94.78,Team DH,97.42,Regular
900,10,Team BD,126.02,Team Caleb,88.78,Regular
901,10,Team JN,104.62,Team WN,101.84,Regular
902,11,Team WR,124.8,Team TP,72.64,Regular
903,11,Team DH,139.66,Team GM,97.38,Regular
904,11,Team Caleb,94.46,Team BL,108.2,Regular
905,11,Team WN,96.64,Team RW,106.7,Regular
906,11,Team JN,116.64,Team BD,98.4,Regular
907,12,Team DH,108.98,Team WR,122.12,Regular
908,12,Team TP,102.5,Team Caleb,112.64,Regular
909,12,Team GM,118.62,Team WN,116.16,Regular
910,12,Team BL,140.5,Team JN,110.28,Regular
911,12,Team RW,118.66,Team BD,105.98,Regular
912,13,Team DH,100.82,Team BL,101.52,Regular
913,13,Team JN,145.72,Team RW,78.78,Regular
914,13,Team GM,118.8,Team WR,108.6,Regular
915,13,Team WN,120.96,Team TP,151.38,Regular
916,13,Team BD,125.06,Team Caleb,124.76,Regular
917,14,,,Team JN,0.0,Playoff
918,14,Team BD,0.0,Team WR,0.0,Playoff
919,14,Team DH,0.0,Team GM,0.0,Playoff
920,14,,,Team BL,0.0,Playoff
921,14,Team Caleb,0.0,Team WN,0.0,Playoff
922,14,Team RW,0.0,Team TP,0.0,Playoff
923,1,Team WR,95.32,Team GM,133.84,Regular
924,1,Team TP,99.76,Team BL,86.8,Regular
925,1,Team DH,82.16,Team RW,65.44,Regular
926,1,Team Caleb,78.68,Team BD,104.56,Regular
927,1,Team WN,69.64,Team JN,123.64,Regular
928,2,Team TP,148.76,Team WR,138.86,Regular
929,2,Team GM,108.0,Team DH,110.98,Regular
930,2,Team BL,102.42,Team Caleb,99.48,Regular
931,2,Team RW,84.76,Team WN,85.04,Regular
932,2,Team BD,89.4,Team JN,95.24,Regular
933,3,Team WR,124.52,Team DH,124.98,Regular
934,3,Team Caleb,128.06,Team TP,101.48,Regular
935,3,Team WN,149.96,Team GM,139.18,Regular
936,3,Team JN,101.96,Team BL,67.68,Regular
937,3,Team BD,106.8,Team RW,93.92,Regular
938,4,Team Caleb,142.7,Team WR,83.28,Regular
939,4,Team DH,137.24,Team WN,81.38,Regular
940,4,Team TP,63.64,Team JN,131.9,Regular
941,4,Team GM,104.82,Team BD,113.88,Regular
942,4,Team BL,150.06,Team RW,94.8,Regular
943,5,Team WR,103.92,Team WN,69.24,Regular
944,5,Team JN,99.48,Team Caleb,97.22,Regular
945,5,Team BD,111.48,Team DH,102.84,Regular
946,5,Team RW,176.06,Team TP,56.76,Regular
947,5,Team BL,116.32,Team GM,163.34,Regular
948,6,Team JN,78.22,Team WR,102.58,Regular
949,6,Team WN,121.34,Team BD,119.78,Regular
950,6,Team Caleb,112.4,Team RW,78.56,Regular
951,6,Team DH,96.62,Team BL,113.6,Regular
952,6,Team TP,97.24,Team GM,101.54,Regular
953,7,Team WR,66.34,Team BD,95.96,Regular
954,7,Team RW,98.4,Team JN,99.86,Regular
955,7,Team BL,129.06,Team WN,113.96,Regular
956,7,Team GM,148.26,Team Caleb,92.46,Regular
957,7,Team TP,103.8,Team DH,106.88,Regular
958,8,Team RW,119.46,Team WR,119.56,Regular
959,8,Team BD,107.22,Team BL,108.46,Regular
960,8,Team JN,96.68,Team GM,120.2,Regular
961,8,Team WN,124.5,Team TP,114.76,Regular
962,8,Team Caleb,126.02,Team DH,84.98,Regular
963,9,Team WR,92.12,Team BL,90.48,Regular
964,9,Team GM,49.5,Team RW,115.22,Regular
965,9,Team TP,134.72,Team BD,118.84,Regular
966,9,Team DH,65.78,Team JN,92.6,Regular
967,9,Team Caleb,89.52,Team WN,144.2,Regular
968,10,Team GM,113.42,Team WR,170.42,Regular
969,10,Team BL,98.26,Team TP,104.38,Regular
970,10,Team RW,94.78,Team DH,97.42,Regular
971,10,Team BD,126.02,Team Caleb,88.78,Regular
972,10,Team JN,104.62,Team WN,101.84,Regular
973,11,Team WR,124.8,Team TP,72.64,Regular
974,11,Team DH,139.66,Team GM,97.38,Regular
975,11,Team Caleb,94.46,Team BL,108.2,Regular
976,11,Team WN,96.64,Team RW,106.7,Regular
977,11,Team JN,116.64,Team BD,98.4,Regular
978,12,Team DH,108.98,Team WR,122.12,Regular
979,12,Team TP,102.5,Team Caleb,112.64,Regular
980,12,Team GM,118.62,Team WN,116.16,Regular
981,12,Team BL,140.5,Team JN,110.28,Regular
982,12,Team RW,118.66,Team BD,105.98,Regular
983,13,Team DH,100.82,Team BL,101.52,Regular
984,13,Team JN,145.72,Team RW,78.78,Regular
985,13,Team GM,118.8,Team WR,108.6,Regular
986,13,Team WN,120.96,Team TP,151.38,Regular
987,13,Team BD,125.06,Team Caleb,124.76,Regular
988,14,,,Team JN,0.0,Playoff
989,14,Team BD,0.0,Team WR,0.0,Playoff
990,14,Team DH,0.0,Team GM,0.0,Playoff
991,14,,,Team BL,0.0,Playoff
992,14,Team Caleb,0.0,Team WN,0.0,Playoff
993,14,Team RW,0.0,Team TP,0.0,Playoff
994,1,Team WR,95.32,Team GM,133.84,Regular
995,1,Team TP,99.76,Team BL,86.8,Regular
996,1,Team DH,82.16,Team RW,65.44,Regular
997,1,Team Caleb,78.68,Team BD,104.56,Regular
998,1,Team WN,69.64,Team JN,123.64,Regular
999,2,Team TP,148.76,Team WR,138.86,Regular
1000,2,Team GM,108.0,Team DH,110.98,Regular
1001,2,Team BL,102.42,Team Caleb,99.48,Regular
1002,2,Team RW,84.76,Team WN,85.04,Regular
1003,2,Team BD,89.4,Team JN,95.24,Regular
1004,3,Team WR,124.52,Team DH,124.98,Regular
1005,3,Team Caleb,128.06,Team TP,101.48,Regular
1006,3,Team WN,149.96,Team GM,139.18,Regular
1007,3,Team JN,101.96,Team BL,67.68,Regular
1008,3,Team BD,106.8,Team RW,93.92,Regular
1009,4,Team Caleb,142.7,Team WR,83.28,Regular
1010,4,Team DH,137.24,Team WN,81.38,Regular
1011,4,Team TP,63.64,Team JN,131.9,Regular
1012,4,Team GM,104.82,Team BD,113.88,Regular
1013,4,Team BL,150.06,Team RW,94.8,Regular
1014,5,Team WR,103.92,Team WN,69.24,Regular
1015,5,Team JN,99.48,Team Caleb,97.22,Regular
1016,5,Team BD,111.48,Team DH,102.84,Regular
1017,5,Team RW,176.06,Team TP,56.76,Regular
1018,5,Team BL,116.32,Team GM,163.34,Regular
1019,6,Team JN,78.22,Team WR,102.58,Regular
1020,6,Team WN,121.34,Team BD,119.78,Regular
1021,6,Team Caleb,112.4,Team RW,78.56,Regular
1022,6,Team DH,96.62,Team BL,113.6,Regular
1023,6,Team TP,97.24,Team GM,101.54,Regular
1024,7,Team WR,66.34,Team BD,95.96,Regular
1025,7,Team RW,98.4,Team JN,99.86,Regular
1026,7,Team BL,129.06,Team WN,113.96,Regular
1027,7,Team GM,148.26,Team Caleb,92.46,Regular
1028,7,Team TP,103.8,Team DH,106.88,Regular
1029,8,Team RW,119.46,Team WR,119.56,Regular
1030,8,Team BD,107.22,Team BL,108.46,Regular
1031,8,Team JN,96.68,Team GM,120.2,Regular
1032,8,Team WN,124.5,Team TP,114.76,Regular
1033,8,Team Caleb,126.02,Team DH,84.98,Regular
1034,9,Team WR,92.12,Team BL,90.48,Regular
1035,9,Team GM,49.5,Team RW,115.22,Regular
1036,9,Team TP,134.72,Team BD,118.84,Regular
1037,9,Team DH,65.78,Team JN,92.6,Regular
1038,9,Team Caleb,89.52,Team WN,144.2,Regular
1039,10,Team GM,113.42,Team WR,170.42,Regular
1040,10,Team BL,98.26,Team TP,104.38,Regular
1041,10,Team RW,94.78,Team DH,97.42,Regular
1042,10,Team BD,126.02,Team Caleb,88.78,Regular
1043,10,Team JN,104.62,Team WN,101.84,Regular
1044,11,Team WR,124.8,Team TP,72.64,Regular
1045,11,Team DH,139.66,Team GM,97.38,Regular
1046,11,Team Caleb,94.46,Team BL,108.2,Regular
1047,11,Team WN,96.64,Team RW,106.7,Regular
1048,11,Team JN,116.64,Team BD,98.4,Regular
1049,12,Team DH,108.98,Team WR,122.12,Regular
1050,12,Team TP,102.5,Team Caleb,112.64,Regular
1051,12,Team GM,118.62,Team WN,116.16,Regular
1052,12,Team BL,140.5,Team JN,110.28,Regular
1053,12,Team RW,118.66,Team BD,105.98,Regular
1054,13,Team DH,100.82,Team BL,101.52,Regular
1055,13,Team JN,145.72,Team RW,78.78,Regular
